

White Brain
{::::A:PP:P:A:A::}: x 2, y 1, X 3, Y 2, V 3, u 1
{::A:.:..P:.AAPP:}: x 3, y 2, X 3, Y 1, V 3, u 1
{::A:.:..PP.:A:PA}: x 3, y 3, X 3, Y 2, V 3, u 1
{::A:.:..PP.AA:P:}: x 0, y 3, X 1, Y 2, V 141, u 47
{::A:.:.A:A.:P:P:}: x 1, y 2, X 1, Y 1, V 3, u 1
{::A:.:.APP.:A:P:}: x 3, y 1, X 3, Y 0, V -9223372036854775808, u 1
{::A:.:.APP.:A:P:}: x 0, y 3, X 1, Y 2, V 3, u 1
{::A:.::.:::A:P:A}: x 3, y 2, X 3, Y 1, V 3, u 1
{::A:.::.:P:P::AA}: x 2, y 3, X 3, Y 2, V 3, u 1
{::A:.P..P:.:A:PA}: x 3, y 3, X 3, Y 2, V 141, u 47
{::A:::.A:A.:P:P:}: x 1, y 2, X 1, Y 1, V 3, u 1
{::A:::.APP.:A:P:}: x 0, y 3, X 1, Y 2, V 3, u 1
{::A::P..P:.AA:P:}: x 3, y 2, X 3, Y 1, V 3, u 1
{::A:P::AP:.:::P:}: x 3, y 1, X 3, Y 0, V -9223372036854775808, u 1
{::P:.:.PAP:.:A:A}: x 3, y 3, X 3, Y 2, V -9223372036854775808, u 1
{::P:.P.P..:.AA:A}: x 0, y 3, X 0, Y 2, V -9223372036854775808, u 1
{::P::A..::AP:P:A}: x 1, y 1, X 2, Y 0, V 3, u 1
{::P::P..APAP:::A}: x 0, y 2, X 1, Y 1, V 3, u 1
{::P::PA..P:PA::A}: x 0, y 3, X 0, Y 1, V -9223372036854775808, u 1
{::P:APA..::P:P:A}: x 0, y 1, X 0, Y 0, V -9223372036854775808, u 1
{::P:P..A.P.:AA:A}: x 3, y 1, X 3, Y 0, V -9223372036854775808, u 2
{::P:P.:AAPP.:A::}: x 3, y 1, X 2, Y 0, V -9223372036854775808, u 1
{::P:P.P.AP..:A:A}: x 3, y 3, X 3, Y 1, V -9223372036854775808, u 1
{::P:PAP....PA::A}: x 0, y 3, X 0, Y 2, V 2, u 1
{::PA:..::A.::P:A}: x 3, y 3, X 3, Y 1, V 3, u 1
{::PA:..:PP.:AA:A}: x 0, y 3, X 1, Y 2, V 3, u 1
{::PAPP.:.A.:A:P:}: x 0, y 3, X 0, Y 2, V -9223372036854775808, u 1
{::PP....PPA.AA:A}: x 3, y 3, X 3, Y 1, V 3, u 1
{::PP...AP:A.PA::}: x 3, y 1, X 2, Y 0, V 3, u 1
{:A::.:..:AA:P:P:}: x 2, y 2, X 2, Y 1, V 3, u 1
{:A::.:..:AAPP::P}: x 2, y 2, X 2, Y 1, V 3, u 1
{:A::.:..PA:P::AP}: x 2, y 3, X 2, Y 2, V 3, u 1
{:A::.::.:A.PP::A}: x 1, y 2, X 1, Y 1, V 3, u 1
{:A::.::.PP.PA::A}: x 0, y 3, X 1, Y 2, V 3, u 1
{:A:::.:PP.:.A:AA}: x 3, y 3, X 3, Y 2, V 4, u 1
{:A:::::.:.APP:::}: x 2, y 2, X 2, Y 1, V 2, u 1
{:A:::::.:A:PP::A}: x 1, y 2, X 1, Y 1, V 3, u 1
{:A:::::.P.A::::P}: x 2, y 2, X 2, Y 1, V 2, u 1
{:A:::::.P.PP:::A}: x 3, y 3, X 2, Y 2, V 4, u 2
{:A:::::.PP:PA::A}: x 0, y 3, X 1, Y 2, V 3, u 1
{:A::::A.:.::P::P}: x 2, y 1, X 2, Y 0, V 4, u 2
{:A:A::::P::AP:P:}: x 3, y 2, X 3, Y 1, V 3, u 1
{:P::...APAP:A:P:}: x 3, y 1, X 3, Y 0, V -9223372036854775808, u 1
{:P::.:.A.PP:A:P:}: x 0, y 3, X 0, Y 1, V -9223372036854775808, u 1
{:P::.:PAAP.:::P:}: x 3, y 1, X 3, Y 0, V -9223372036854775808, u 4
{:P::.A..P::AA:PA}: x 3, y 2, X 3, Y 1, V 4, u 1
{:P::.A..P:PPA:AA}: x 2, y 3, X 3, Y 2, V 4, u 1
{:P::.A:.::P:::PA}: x 3, y 3, X 3, Y 2, V 79104, u 39552
{:P::.P...:PAA:P:}: x 3, y 2, X 3, Y 1, V -9223372036854775808, u 1
{:P::.P..A:P:::PA}: x 0, y 2, X 1, Y 1, V -9223372036854775808, u 2
{:P::.P:AA:P:::P:}: x 0, y 2, X 1, Y 1, V 2, u 1
{:P::.PA.P..PA::A}: x 2, y 1, X 1, Y 0, V 3, u 1
{:P::.PP.A:.:::PA}: x 3, y 3, X 3, Y 1, V -9223372036854775808, u 4
{:P::.PP.A:.:::PA}: x 0, y 2, X 0, Y 1, V -9223372036854775808, u 1
{:P::.PP.A:.:::PA}: x 0, y 2, X 1, Y 1, V 79104, u 39552
{:P:::PA.P.:PA::A}: x 2, y 1, X 2, Y 0, V -9223372036854775808, u 1
{:P:::PA.P.:PA::A}: x 2, y 1, X 1, Y 0, V 3, u 1
{:P::A:P..P.A:::A}: x 0, y 1, X 0, Y 0, V 6, u 2
{:P::APP....P::AA}: x 2, y 3, X 3, Y 2, V 6, u 2
{:P::APP..:.:::PA}: x 3, y 3, X 3, Y 1, V -9223372036854775808, u 1
{:P::P...AAPP::AA}: x 1, y 2, X 1, Y 1, V 3, u 1
{:P::P..A.AP:A:P:}: x 3, y 1, X 3, Y 0, V 3, u 1
{:P::P.:AAAP:::P:}: x 3, y 1, X 3, Y 0, V -9223372036854775808, u 1
{:P::P.P.AA.A::P:}: x 1, y 2, X 1, Y 1, V 3, u 1
{:P::P.PAAA.:::P:}: x 1, y 2, X 2, Y 1, V -9223372036854775808, u 1
{:P::PA..A::P::AP}: x 2, y 3, X 2, Y 2, V 3, u 1
{:P::PA.A.:P:A:P:}: x 0, y 3, X 0, Y 2, V 3, u 1
{:P::PA:.A:PA::P:}: x 3, y 2, X 3, Y 1, V 3, u 1
{:P::PA:AA:P:::P:}: x 3, y 1, X 3, Y 0, V 9, u 3
{:P::PAP...APA::A}: x 0, y 3, X 0, Y 2, V 32, u 8
{:P::PAP.A..P::AA}: x 2, y 3, X 3, Y 2, V -9223372036854775808, u 1
{:P::PAP.A:.:::PA}: x 3, y 3, X 3, Y 1, V 9, u 3
{:P::PP....APA::A}: x 2, y 2, X 2, Y 1, V -9223372036854775808, u 2
{:P::PP..A..P::AA}: x 2, y 3, X 2, Y 1, V 2, u 1
{:P:A:..:PAP:A:P:}: x 1, y 2, X 1, Y 1, V 3, u 1
{:P:A:.::APP:::P:}: x 0, y 2, X 0, Y 1, V -9223372036854775808, u 1
{:P:P:.A.P.:.A:AA}: x 2, y 1, X 1, Y 0, V 4, u 1
{:P:PP.....A.A:AA}: x 2, y 2, X 2, Y 1, V 4, u 1
{:P:PP.:AA.P.:AA:}: x 1, y 3, X 2, Y 2, V 4, u 1
{:P:PP.P...A.AA:A}: x 3, y 3, X 3, Y 1, V -9223372036854775808, u 1
{:P:PP.P.A...:AAA}: x 3, y 3, X 3, Y 1, V 4, u 1
{:PA:::..P..PA:AA}: x 2, y 3, X 2, Y 1, V -9223372036854775808, u 1
{:PA::::.PP:PA::A}: x 0, y 3, X 1, Y 2, V -9223372036854775808, u 1
{:PP:....P.APAA:A}: x 1, y 3, X 1, Y 1, V -9223372036854775808, u 1
{:PP:....PA.PA:AA}: x 1, y 2, X 1, Y 1, V 4, u 1
{:PP:.A..P..PA:AA}: x 2, y 3, X 2, Y 1, V 3, u 1
{:PP:.A..P:.:A:PA}: x 1, y 1, X 2, Y 0, V 144, u 48
{:PP:.A.AP..:A:P:}: x 1, y 1, X 2, Y 0, V -9223372036854775808, u 2
{:PP:.P.....PA:AA}: x 0, y 3, X 0, Y 1, V 3, u 1
{:PP:.P...:.:A:PA}: x 0, y 3, X 0, Y 2, V -9223372036854775808, u 6
{:PP::....PAPA::A}: x 2, y 2, X 2, Y 1, V -9223372036854775808, u 1
{:PP::....PAPA::A}: x 0, y 3, X 0, Y 2, V 3, u 1
{:PP::A..P:.AA:P:}: x 1, y 1, X 2, Y 0, V 3, u 1
{:PP:P......AAA:A}: x 3, y 2, X 3, Y 1, V -9223372036854775808, u 2
{:PP:P....A.AA:P:}: x 1, y 2, X 1, Y 1, V 3, u 1
{:PP:P....A.PA:AA}: x 2, y 3, X 2, Y 2, V -9223372036854775808, u 2
{:PP:P...A..P:AAA}: x 2, y 3, X 2, Y 1, V -9223372036854775808, u 1
{:PP:P...AA.:::PA}: x 3, y 3, X 3, Y 1, V -9223372036854775808, u 1
{:PP:P...AA.:::PA}: x 1, y 2, X 1, Y 1, V 3, u 1
{:PP:PA.....PA:AA}: x 2, y 3, X 2, Y 2, V -9223372036854775808, u 10
{:PP:PA.....PA:AA}: x 1, y 1, X 2, Y 0, V -9223372036854775808, u 1
{:PP:PA.....PA:AA}: x 0, y 3, X 0, Y 2, V -9223372036854775808, u 2
{:PP:PA.....PA:AA}: x 2, y 3, X 2, Y 1, V 2, u 1
{:PP:PA...:.:A:PA}: x 0, y 3, X 0, Y 2, V 3, u 1
{:PPP....P...AAAA}: x 2, y 3, X 2, Y 2, V 3, u 1
{:PPPP.......AAAA}: x 2, y 3, X 2, Y 2, V -9223372036854775808, u 1
{:PPPP.......AAAA}: x 0, y 3, X 0, Y 2, V 4, u 1
{A:::.:...PP:A:PA}: x 0, y 3, X 0, Y 2, V -9223372036854775808, u 1
{A:::.:..A:P::PPA}: x 0, y 2, X 0, Y 1, V -9223372036854775808, u 1
{A:::.:A..P:PA::P}: x 0, y 3, X 1, Y 2, V 3, u 1
{A:::.:P..A.:::PA}: x 1, y 2, X 1, Y 1, V 3, u 1
{A:::.:P..P.PA:AA}: x 0, y 3, X 1, Y 2, V 3, u 1
{A:::.A:..:P:::PA}: x 3, y 3, X 3, Y 2, V 3, u 1
{A:::.P....APA::P}: x 2, y 2, X 2, Y 1, V 3, u 1
{A:::::A..P:A:P::}: x 2, y 1, X 2, Y 0, V 3, u 1
{A::::P:..PAA::::}: x 2, y 2, X 2, Y 1, V 3, u 1
{A::::PA..::A:P::}: x 2, y 1, X 2, Y 0, V 3, u 1
{A:A::::..P:A:P::}: x 3, y 2, X 3, Y 1, V 3, u 1
{AP::.:....:PA:AP}: x 2, y 3, X 2, Y 2, V 3, u 1
{AP:::::..:AA:P::}: x 2, y 2, X 2, Y 1, V 3, u 1
{AP:::::..PPA:::A}: x 3, y 3, X 2, Y 2, V 6, u 2
{P:::..P.APAP:A:A}: x 0, y 2, X 0, Y 1, V 4, u 1
{P:::.:.PAPAA::A:}: x 0, y 2, X 0, Y 1, V 4, u 1
{P:::.:A.AP.A::P:}: x 0, y 2, X 0, Y 1, V 3, u 1
{P:::.A..:A:P::AP}: x 1, y 1, X 1, Y 0, V 3, u 1
{P:::.A..:AP:::PA}: x 3, y 3, X 2, Y 2, V 3, u 1
{P:::.P..AAPP::AA}: x 0, y 2, X 1, Y 1, V 3, u 1
{P:::.P.PA.PA:AA:}: x 1, y 3, X 2, Y 2, V 4, u 1
{P:::.PA....PAAA:}: x 2, y 1, X 2, Y 0, V 4, u 1
{P:::.PP.AA.A::P:}: x 0, y 2, X 0, Y 1, V -9223372036854775808, u 1
{P:::.PP.AA.A::P:}: x 0, y 2, X 1, Y 1, V -9223372036854775808, u 1
{P:::.PP.AA.A::P:}: x 1, y 2, X 2, Y 1, V 3, u 1
{P::::.:APA:A::P:}: x 1, y 2, X 1, Y 1, V 3, u 1
{P:::A:.P::AA:PA:}: x 2, y 2, X 2, Y 1, V 4, u 1
{P:::A:A.::.A:PP:}: x 2, y 1, X 2, Y 0, V 3, u 1
{P:::AP..:AP:::PA}: x 3, y 3, X 3, Y 2, V 3, u 1
{P:::AP:.:APA::P:}: x 3, y 2, X 3, Y 1, V 3, u 1
{P:::AP:.:P.A::P:}: x 3, y 2, X 3, Y 1, V -9223372036854775808, u 1
{P:::AP:A::.::PP:}: x 3, y 1, X 3, Y 0, V -9223372036854775808, u 1
{P:::APP.:A.:::PA}: x 3, y 3, X 3, Y 2, V -9223372036854775808, u 2
{P:::P.:A.A::::PA}: x 3, y 3, X 3, Y 2, V 3, u 1
{P:::PA...:P:::PA}: x 1, y 1, X 0, Y 0, V -9223372036854775808, u 1
{P:::PAP....P::AA}: x 2, y 3, X 2, Y 2, V -9223372036854775808, u 1
{P:::PAP....P::AA}: x 1, y 1, X 1, Y 0, V -9223372036854775808, u 1
{P::P..:..PA.:A:A}: x 3, y 3, X 3, Y 1, V 3, u 1
{P::P..:PA.P.:A::}: x 1, y 3, X 1, Y 1, V -9223372036854775808, u 1
{P::P..P..A..:AAA}: x 2, y 3, X 2, Y 2, V 3, u 1
{P::P.A:.:.P.:AAA}: x 1, y 3, X 2, Y 2, V 3, u 1
{P::P.PP....AAAA:}: x 3, y 2, X 2, Y 1, V 4, u 1
{P::P.PP.A...:AAA}: x 0, y 2, X 1, Y 1, V 3, u 1
{P::PA....PP.:AAA}: x 3, y 3, X 3, Y 1, V -9223372036854775808, u 1
{P::PA..A.:P.:AP:}: x 1, y 3, X 1, Y 1, V -9223372036854775808, u 1
{P:A:.P:....:AAAP}: x 0, y 3, X 0, Y 1, V 4, u 1
{P:A:A::..P.::AAP}: x 2, y 3, X 1, Y 2, V 4, u 1
{P:P:....AP.P:AAA}: x 2, y 3, X 2, Y 1, V -9223372036854775808, u 1
{P:P:..:..APPA::A}: x 0, y 3, X 0, Y 1, V -9223372036854775808, u 1
{P:P:..:..P.PAA::}: x 0, y 3, X 0, Y 2, V -9223372036854775808, u 1
{P:P:..:.AP.::A:P}: x 0, y 2, X 0, Y 1, V -9223372036854775808, u 1
{P:P:..P....PAA:A}: x 1, y 3, X 1, Y 2, V -9223372036854775808, u 1
{P:P:..P..P..AA:A}: x 3, y 3, X 3, Y 2, V -9223372036854775808, u 1
{P:P:..P..P..AA:A}: x 0, y 3, X 0, Y 2, V -9223372036854775808, u 1
{P:P:.P...A.PA:AA}: x 2, y 3, X 2, Y 1, V -9223372036854775808, u 2
{P:P:.P...A.PA:AA}: x 0, y 3, X 0, Y 2, V 3, u 1
{P:P:.P..AA.:::PA}: x 0, y 2, X 0, Y 1, V -9223372036854775808, u 1
{P:P:.P..AA.:::PA}: x 0, y 2, X 1, Y 1, V 3, u 1
{P:P:.P.A.A.:A:P:}: x 3, y 1, X 3, Y 0, V -9223372036854775808, u 1
{P:P:.P.P..A.AA:A}: x 2, y 2, X 1, Y 1, V -9223372036854775808, u 1
{P:P:A.:..A:P:::P}: x 1, y 2, X 1, Y 1, V -9223372036854775808, u 1
{P:PP.....P..AAAA}: x 2, y 3, X 2, Y 1, V -9223372036854775808, u 2
{P:PP.....P..AAAA}: x 0, y 3, X 0, Y 2, V -9223372036854775808, u 1
{P:PP.....P..AAAA}: x 0, y 3, X 0, Y 1, V -9223372036854775808, u 1
{P:PP.....P..AAAA}: x 0, y 3, X 1, Y 2, V 3, u 1
{P:PP..:A..P.AA::}: x 0, y 3, X 0, Y 2, V -9223372036854775808, u 1
{P:PP..P.....AA:A}: x 3, y 3, X 3, Y 1, V -9223372036854775808, u 1
{P:PP.P......AAAA}: x 2, y 3, X 2, Y 2, V -9223372036854775808, u 1
{P:PP.P......AAAA}: x 0, y 3, X 0, Y 2, V 3, u 1
{PA::::P.P..A::P:}: x 3, y 2, X 3, Y 1, V -9223372036854775808, u 1
{PA::::PA:..:P:P:}: x 3, y 1, X 3, Y 0, V -9223372036854775808, u 1
{PA::P:P....:::PA}: x 3, y 3, X 3, Y 2, V -9223372036854775808, u 1
{PP::.....APAA:P:}: x 3, y 2, X 3, Y 1, V -9223372036854775808, u 2
{PP::.....APPA:AA}: x 1, y 2, X 1, Y 1, V -9223372036854775808, u 3
{PP::.....APPA:AA}: x 0, y 3, X 0, Y 2, V 3, u 1
{PP::....AAP:::PA}: x 0, y 2, X 0, Y 1, V 3, u 1
{PP::...P..PAAAA:}: x 0, y 3, X 0, Y 2, V 4, u 1
{PP::..:.AAPA::P:}: x 3, y 2, X 3, Y 1, V -9223372036854775808, u 1
{PP::..:.AAPA::P:}: x 0, y 2, X 0, Y 1, V 3, u 1
{PP::..:.AP.A::P:}: x 0, y 2, X 0, Y 1, V -9223372036854775808, u 1
{PP::..P..A.PA:AA}: x 0, y 3, X 0, Y 1, V 3, u 1
{PP::..P.A..P:AAA}: x 2, y 3, X 2, Y 2, V 4, u 1
{PP::..P.AA.:::PA}: x 3, y 3, X 3, Y 2, V -9223372036854775808, u 7
{PP::..P.AA.:::PA}: x 0, y 2, X 0, Y 1, V -9223372036854775808, u 1
{PP::..P.AA.:::PA}: x 1, y 2, X 1, Y 1, V 79105, u 39552
{PP::.A....PPA:AA}: x 1, y 1, X 0, Y 0, V 3, u 1
{PP::.A...:P:A:PA}: x 0, y 3, X 0, Y 2, V -9223372036854775808, u 2
{PP::.A...:P:A:PA}: x 1, y 1, X 0, Y 0, V -9223372036854775808, u 1
{PP::.A...:P:A:PA}: x 0, y 3, X 0, Y 1, V -9223372036854775808, u 1
{PP::.A...:P:A:PA}: x 3, y 3, X 3, Y 2, V -9223372036854775808, u 1
{PP::.A...:P:A:PA}: x 3, y 3, X 3, Y 1, V 3, u 1
{PP::.A:.A:P:::PA}: x 3, y 3, X 3, Y 1, V 2, u 1
{PP::.AP....PA:AA}: x 0, y 3, X 0, Y 1, V -9223372036854775808, u 1
{PP::.AP....PA:AA}: x 1, y 1, X 0, Y 0, V 3, u 1
{PP::.AP..:.:A:PA}: x 0, y 3, X 0, Y 2, V 2, u 1
{PP::A.:..A:A::PA}: x 3, y 2, X 3, Y 1, V 3, u 1
{PP::A.:..APP::AA}: x 2, y 3, X 3, Y 2, V 3, u 1
{PP::A.P....P:AAA}: x 1, y 3, X 1, Y 1, V -9223372036854775808, u 2
{PP::A.P..A.:::PA}: x 1, y 2, X 1, Y 1, V -9223372036854775808, u 1
{PP:P......P.AAAA}: x 1, y 3, X 2, Y 2, V 4, u 1
{PP:P..P.....AAAA}: x 3, y 3, X 3, Y 2, V 4, u 1
{PPP:.......PAAAA}: x 1, y 3, X 1, Y 2, V -9223372036854775808, u 39640
{PPP:.......PAAAA}: x 0, y 3, X 0, Y 2, V -9223372036854775808, u 2
{PPP:.......PAAAA}: x 0, y 3, X 0, Y 1, V -9223372036854775808, u 2
{PPP:.......PAAAA}: x 1, y 3, X 1, Y 1, V -9223372036854775808, u 21
{PPP:.......PAAAA}: x 2, y 3, X 2, Y 2, V -9223372036854775808, u 1
{PPP:.......PAAAA}: x 2, y 3, X 2, Y 1, V -9223372036854775808, u 1
{PPP:.......PAAAA}: x 2, y 3, X 3, Y 2, V -9223372036854775808, u 2
{PPP:.....A.:A:PA}: x 0, y 3, X 0, Y 2, V -9223372036854775808, u 39565
{PPP:.....A.:A:PA}: x 1, y 2, X 1, Y 1, V -9223372036854775808, u 59
{PPP:.....A.:A:PA}: x 0, y 3, X 0, Y 1, V -9223372036854775808, u 1
{PPP:.....A.:A:PA}: x 3, y 3, X 3, Y 2, V -9223372036854775808, u 3
{PPP:.....A.:A:PA}: x 3, y 3, X 3, Y 1, V -9223372036854775808, u 1
{PPP:...P....AAAA}: x 3, y 3, X 3, Y 2, V 4, u 1
{PPP:.A.....:A:PA}: x 3, y 3, X 3, Y 1, V -9223372036854775808, u 2
{PPPP........AAAA}: x 2, y 3, X 2, Y 1, V -9223372036854775808, u 1

1 1 39592:67  +++ White wins

==============================================================================================

White Brain
{::::.:PPPA.A::::}: x 0, y 2, X 0, Y 3, V -1, u 3
{::::.A..A.APA:::}: x 3, y 2, X 3, Y 3, V -1, u 1
{::::.APP::.AP:::}: x 2, y 1, X 2, Y 2, V 1, u 1
{::::.APPPA:AA:::}: x 2, y 1, X 3, Y 2, V 1, u 1
{::::.PAPP:AAA:::}: x 1, y 1, X 2, Y 2, V 1, u 1
{::::.PPAA.:AA:::}: x 2, y 1, X 2, Y 2, V -1, u 1
{::::.PPAP.:A::::}: x 2, y 1, X 2, Y 2, V 1, u 1
{::::.PPPP:.AA:::}: x 1, y 1, X 1, Y 2, V -1, u 3
{:::::.PA.PA.::::}: x 1, y 2, X 1, Y 3, V -2, u 2
{:::::.PAPAA.::::}: x 0, y 2, X 0, Y 3, V -1, u 1
{:::::A.PP:PA::::}: x 2, y 2, X 2, Y 3, V 1, u 1
{:::::AAPPA:P::::}: x 0, y 2, X 0, Y 3, V -1, u 1
{:::::PAAP.:.::::}: x 1, y 1, X 1, Y 2, V 1, u 1
{::::A.:PAP.A::::}: x 1, y 2, X 1, Y 3, V -1, u 1
{::::A.A.:P:PA:A:}: x 1, y 2, X 0, Y 3, V -2, u 2
{::::A.PP.A.AA:::}: x 2, y 1, X 1, Y 2, V -1, u 1
{::::A.PPA:PA::::}: x 2, y 1, X 3, Y 2, V 1, u 1
{::::A::AAPPA::::}: x 1, y 2, X 1, Y 3, V -1, u 1
{::::A:APAP.:::A:}: x 1, y 2, X 1, Y 3, V -1, u 1
{::::AA..:.:PA:A:}: x 3, y 2, X 3, Y 3, V -1, u 1
{::::AP.P:APA::::}: x 2, y 2, X 2, Y 3, V -1, u 1
{::::AP.PA:PA::A:}: x 1, y 1, X 0, Y 2, V 3, u 3
{::::AP:A:.PAA:::}: x 1, y 1, X 1, Y 2, V -1, u 1
{::::APA:.:APA:::}: x 1, y 1, X 1, Y 2, V -1, u 1
{::::APAP.:.:A:A:}: x 3, y 1, X 3, Y 2, V -1, u 1
{::::APAP.:.:A:A:}: x 1, y 1, X 1, Y 2, V -1, u 1
{::::APAP:::.::P:}: x 3, y 1, X 3, Y 2, V 1, u 1
{::::P..P:APA::::}: x 0, y 1, X 0, Y 2, V 1, u 1
{::::P.A:.:.AA:::}: x 0, y 1, X 0, Y 2, V -1, u 1
{::::P.AP.:.:A:A:}: x 3, y 1, X 3, Y 2, V -1, u 1
{::::P.PA.:A.:A::}: x 0, y 1, X 0, Y 2, V -1, u 1
{::::P:AP..P:::::}: x 3, y 1, X 3, Y 2, V 1, u 1
{::::P:APA::::P::}: x 3, y 1, X 3, Y 2, V 1, u 1
{::::P:APAP.:::::}: x 3, y 1, X 3, Y 2, V 1, u 1
{::::PA.P:APA::A:}: x 0, y 1, X 0, Y 2, V -3, u 3
{::::PA:P:..P::::}: x 0, y 1, X 0, Y 2, V 424, u 424
{::::PA:P:AAP::::}: x 0, y 1, X 0, Y 2, V -1, u 1
{::::PAPP..A:A:::}: x 0, y 1, X 0, Y 2, V 1, u 1
{::::PAPP:.AA:A::}: x 2, y 1, X 3, Y 2, V -1, u 1
{::::PP.A..:.::A:}: x 0, y 1, X 0, Y 2, V 1, u 1
{::::PPAP...:A:::}: x 0, y 1, X 0, Y 2, V 1, u 1
{::::PPPPA..A::::}: x 2, y 1, X 3, Y 2, V 424, u 424
{:::A.P::.P:A::::}: x 1, y 2, X 1, Y 3, V 1, u 1
{:::A.P::P.PA::::}: x 2, y 2, X 2, Y 3, V 1, u 1
{:::A.P:A.::::P::}: x 1, y 1, X 1, Y 2, V 1, u 1
{:::A.P:AP.::::P:}: x 1, y 1, X 1, Y 2, V 1, u 1
{:::A:.P:PP::A:A:}: x 1, y 2, X 2, Y 3, V 1, u 1
{:::A:PA.P..:AA::}: x 1, y 1, X 1, Y 2, V -1, u 1
{:::AA:.:P:P:::P:}: x 0, y 2, X 0, Y 3, V -1, u 1
{:::AA:::A:PA:P::}: x 2, y 2, X 2, Y 3, V -1, u 1
{:::AP.P:A::.::P:}: x 2, y 1, X 2, Y 2, V 1, u 1
{:::APAP::.:.:P::}: x 2, y 1, X 2, Y 2, V 2, u 2
{:::APP.:AAP:::P:}: x 1, y 1, X 0, Y 2, V -1, u 1
{:::APP:....:AAA:}: x 0, y 1, X 0, Y 2, V -1, u 1
{:::APP:A..::AP::}: x 0, y 1, X 0, Y 2, V 1, u 1
{:::P.A..:.PAA:A:}: x 3, y 0, X 3, Y 1, V -1, u 1
{:::P.A..A.:.A:A:}: x 3, y 0, X 3, Y 2, V -1, u 1
{:::P.PA.P:A.A::A}: x 3, y 0, X 3, Y 2, V -1, u 1
{:::P:..APAA:::A:}: x 0, y 2, X 0, Y 3, V -2, u 2
{:::P:.AA.P:.::A:}: x 3, y 0, X 2, Y 1, V -2, u 2
{:::P:.AA.P:.::A:}: x 1, y 2, X 1, Y 3, V -1, u 1
{:::P:.AA.P:.::A:}: x 1, y 2, X 2, Y 3, V -1, u 1
{:::P:.AAPP::A:A:}: x 3, y 0, X 2, Y 1, V 1, u 1
{:::P:A.AP:A.::A:}: x 0, y 2, X 0, Y 3, V -1, u 1
{:::P:A:A:AP.::::}: x 2, y 2, X 2, Y 3, V -2, u 2
{:::P:AAA:::.P:A:}: x 3, y 0, X 2, Y 1, V -1, u 1
{:::P:AP.P.A:A:::}: x 3, y 0, X 3, Y 2, V 1, u 1
{:::P:APA:P..::A:}: x 1, y 2, X 2, Y 3, V 1, u 1
{:::P:APAP:P:A:::}: x 2, y 2, X 2, Y 3, V 1, u 1
{:::P:PPAPAA:A:::}: x 1, y 1, X 2, Y 2, V 1, u 1
{:::PA.:A:PA.::::}: x 1, y 2, X 1, Y 3, V 1, u 1
{:::PA.AA:::.:P::}: x 3, y 0, X 2, Y 1, V 1, u 1
{:::PA.PA:P..:A::}: x 2, y 1, X 2, Y 2, V 2, u 2
{:::PA.PP:...A:::}: x 2, y 1, X 2, Y 2, V 1, u 1
{:::PA:.A.PP:A:A:}: x 1, y 2, X 2, Y 3, V -1, u 1
{:::PAP...:PAA:A:}: x 1, y 1, X 1, Y 2, V -1, u 1
{:::PAP.A.:P.A:A:}: x 1, y 1, X 1, Y 2, V -1, u 1
{:::PAP:AA:P.::A:}: x 1, y 1, X 1, Y 2, V -1, u 1
{:::PAP:AA:P.::A:}: x 1, y 1, X 0, Y 2, V 1, u 1
{:::PAPPA:P..::A:}: x 2, y 1, X 2, Y 2, V 1, u 1
{:::PP..A.AA.::A:}: x 0, y 1, X 1, Y 2, V -4, u 4
{:::PP..A.AA.::A:}: x 0, y 1, X 0, Y 2, V -1, u 1
{:::PP..A.AP.::::}: x 0, y 1, X 1, Y 2, V 4, u 4
{:::PP..A.PA:A:A:}: x 0, y 1, X 0, Y 2, V -1, u 3
{:::PP..AAPA.::A:}: x 1, y 2, X 2, Y 3, V 1, u 1
{:::PP.AA.:..:AA:}: x 3, y 0, X 2, Y 1, V -1, u 1
{:::PP.AA.P:.A:A:}: x 1, y 2, X 2, Y 3, V 1, u 1
{:::PP.AAA::.::P:}: x 3, y 0, X 2, Y 1, V 1, u 1
{:::PP.PAAA..:A::}: x 0, y 1, X 1, Y 2, V 2, u 2
{:::PP:AAAP:.::A:}: x 1, y 2, X 2, Y 3, V -2, u 2
{:::PPA:A:.P::AA:}: x 2, y 2, X 1, Y 3, V 1, u 1
{:::PPA:A:AP.::A:}: x 0, y 1, X 0, Y 2, V -9, u 9
{:::PPA:A:AP.::A:}: x 0, y 1, X 1, Y 2, V -1, u 3
{:::PPAPA:...:AA:}: x 2, y 1, X 2, Y 2, V -8, u 14
{:::PPAPA:...:AA:}: x 0, y 1, X 0, Y 2, V -1, u 1
{:::PPP.AA.A.::A:}: x 1, y 1, X 1, Y 2, V -2, u 2
{:::PPPP.A.AA:A::}: x 3, y 0, X 3, Y 1, V -1, u 1
{:::PPPPAA..::AA:}: x 2, y 1, X 2, Y 2, V 1, u 1
{:::PPPPAAA..::A:}: x 2, y 1, X 2, Y 2, V -1, u 3
{:::PPPPAAA..::A:}: x 0, y 1, X 1, Y 2, V 2, u 2
{::A:.::PP:PAA:::}: x 2, y 2, X 2, Y 3, V 1, u 1
{::A::.:APPP:A:::}: x 1, y 2, X 1, Y 3, V 1, u 1
{::A::.P.A:::P:::}: x 2, y 1, X 2, Y 2, V -1, u 1
{::A::::APP:.::::}: x 0, y 2, X 0, Y 3, V 1, u 1
